,Unnamed: 0,ID,IS_HCP,TAXONOMY
110,110,1111,0.0,nan
111,111,1112,0.0,nan
112,112,1113,0.0,nan
113,113,1114,0.0,nan
114,114,1115,0.0,nan
115,115,1116,1.0,2084P0800X
116,116,1117,1.0,2084P0800X
117,117,1118,1.0,2084P0800X
118,118,1119,0.0,nan
119,119,1120,0.0,nan
120,120,1121,1.0,2084P0800X
121,121,1122,1.0,2084P0800X
122,122,1123,1.0,2084P0800X
123,123,1124,1.0,2084P0800X
124,124,1125,0.0,nan
125,125,1126,1.0,2084P0800X
126,126,1127,0.0,nan
127,127,1128,1.0,2084P0800X
128,128,1129,0.0,nan
129,129,1130,0.0,nan
130,130,1131,0.0,nan
131,131,1132,0.0,nan
132,132,1133,0.0,nan
133,133,1134,1.0,2084P0800X
134,134,1135,1.0,2084P0800X
135,135,1136,0.0,nan
136,136,1137,0.0,nan
137,137,1138,0.0,nan
138,138,1139,0.0,nan
139,139,1140,0.0,nan
140,140,1141,0.0,nan
141,141,1142,0.0,nan
142,142,1143,0.0,nan
143,143,1144,1.0,2084P0800X
144,144,1145,0.0,nan
145,145,1146,1.0,2084P0800X
146,146,1147,1.0,2084P0800X
147,147,1148,0.0,nan
148,148,1149,1.0,2084P0800X
149,149,1150,0.0,nan
150,150,1151,0.0,nan
151,151,1152,1.0,2084P0800X
152,152,1153,1.0,2084P0800X
153,153,1154,1.0,2084P0800X
154,154,1155,0.0,nan
155,155,1156,0.0,nan
156,156,1157,1.0,2084P0800X
157,157,1158,0.0,nan
158,158,1159,0.0,nan
159,159,1160,0.0,nan
160,160,1161,0.0,nan
161,161,1162,0.0,nan
162,162,1163,0.0,nan
163,163,1164,1.0,2084P0800X
164,164,1165,1.0,2084N0400X
165,165,1166,1.0,2084P0800X
166,166,1167,0.0,nan
167,167,1168,1.0,2084P0800X
168,168,1169,0.0,nan
169,169,1170,0.0,nan
170,170,1171,1.0,2084P0800X
171,171,1172,0.0,nan
172,172,1173,1.0,2084P0800X
173,173,1174,0.0,nan
174,174,1175,0.0,nan
175,175,1176,0.0,nan
176,176,1177,0.0,nan
177,177,1178,0.0,nan
178,178,1179,0.0,nan
179,179,1180,0.0,nan
180,180,1181,1.0,2084P0800X
181,181,1182,1.0,2084P0800X
182,182,1183,0.0,nan
183,183,1184,0.0,nan
184,184,1185,0.0,nan
185,185,1186,0.0,nan
186,186,1187,0.0,nan
187,187,1188,0.0,nan
188,188,1189,0.0,nan
189,189,1190,0.0,nan
190,190,1191,0.0,nan
191,191,1192,0.0,nan
192,192,1193,0.0,nan
193,193,1194,0.0,nan
194,194,1195,0.0,nan
195,195,1196,0.0,nan
196,196,1197,1.0,2084P0800X
197,197,1198,0.0,nan
198,198,1199,0.0,nan
199,199,1200,1.0,2084P0800X
200,200,1201,0.0,nan
201,201,1202,0.0,nan
202,202,1203,1.0,2084N0400X
203,203,1204,1.0,2084P0800X
204,204,1205,0.0,nan
205,205,1206,1.0,2084P0800X
206,206,1207,0.0,nan
207,207,1208,0.0,nan
208,208,1209,0.0,nan
209,209,1210,0.0,nan
210,210,1211,1.0,2084P0800X
211,211,1212,0.0,nan
212,212,1213,0.0,nan
213,213,1214,0.0,nan
214,214,1215,0.0,nan
215,215,1216,0.0,nan
216,216,1217,0.0,nan
217,217,1218,0.0,nan
218,218,1219,0.0,nan
219,219,1220,1.0,2084P0800X
220,220,1221,0.0,nan
221,221,1222,0.0,nan
222,222,1223,0.0,nan
223,223,1224,1.0,2084P0800X
224,224,1225,0.0,nan
225,225,1226,0.0,nan
226,226,1227,0.0,nan
227,227,1228,0.0,nan
228,228,1229,0.0,nan
229,229,1230,0.0,nan
230,230,1231,0.0,nan
231,231,1232,1.0,2084P0800X
232,232,1233,0.0,nan
233,233,1234,0.0,nan
234,234,1235,1.0,2084P0800X
235,235,1236,1.0,2084P0800X
236,236,1237,1.0,2084P0800X
237,237,1238,0.0,nan
238,238,1239,1.0,2084P0800X
239,239,1240,0.0,nan
240,240,1241,1.0,2084P0800X
241,241,1242,1.0,2084P0800X
242,242,1243,0.0,nan
243,243,1244,0.0,nan
244,244,1245,0.0,nan
245,245,1246,1.0,2084P0800X
246,246,1247,1.0,2084P0800X
247,247,1248,1.0,2084P0800X
248,248,1249,0.0,nan
249,249,1250,0.0,nan
250,250,1251,0.0,nan
251,251,1252,1.0,2084P0800X
252,252,1253,0.0,nan
253,253,1254,1.0,2084P0800X
254,254,1255,0.0,nan
255,255,1256,0.0,nan
256,256,1257,1.0,2084P0800X
257,257,1258,0.0,nan
258,258,1259,0.0,nan
259,259,1260,0.0,nan
260,260,1261,0.0,nan
261,261,1262,0.0,nan
262,262,1263,1.0,2084P0800X
263,263,1264,1.0,2084N0400X
264,264,1265,0.0,nan
265,265,1266,0.0,nan
266,266,1267,0.0,nan
267,267,1268,0.0,nan
268,268,1269,0.0,nan
269,269,1270,1.0,2084P0800X
270,270,1271,1.0,2084P0800X
271,271,1272,1.0,2084P0800X
272,272,1273,0.0,nan
273,273,1274,0.0,nan
274,274,1275,1.0,2084P0800X
275,275,1276,0.0,nan
276,276,1277,0.0,nan
277,277,1278,1.0,2084P0800X
278,278,1279,1.0,2084P0800X
279,279,1280,0.0,nan
280,280,1281,0.0,nan
281,281,1282,1.0,2084P0800X
282,282,1283,0.0,nan
283,283,1284,1.0,2084P0800X
284,284,1285,1.0,2084P0800X
285,285,1286,0.0,nan
286,286,1287,0.0,nan
287,287,1288,1.0,2084P0800X
288,288,1289,0.0,nan
289,289,1290,0.0,nan
290,290,1291,0.0,nan
291,291,1292,0.0,nan
292,292,1293,0.0,nan
293,293,1294,0.0,nan
294,294,1295,0.0,nan
295,295,1296,1.0,2084P0800X
296,296,1297,0.0,nan
297,297,1298,0.0,nan
298,298,1299,1.0,2084P0800X
299,299,1300,1.0,2084P0800X
300,300,1301,0.0,nan
301,301,1302,1.0,2084P0800X
302,302,1303,0.0,nan
303,303,1304,1.0,2084P0800X
304,304,1305,0.0,nan
305,305,1306,0.0,nan
306,306,1307,0.0,nan
307,307,1308,0.0,nan
308,308,1309,0.0,nan
309,309,1310,0.0,nan
310,310,1311,0.0,nan
311,311,1312,0.0,nan
312,312,1313,0.0,nan
313,313,1314,1.0,2084P0800X
314,314,1315,0.0,nan
315,315,1316,1.0,2084P0800X
316,316,1317,0.0,nan
317,317,1318,1.0,2084P0800X
318,318,1319,0.0,nan
319,319,1320,0.0,nan
320,320,1321,0.0,nan
321,321,1322,0.0,nan
322,322,1323,0.0,nan
323,323,1324,1.0,2084P0800X
324,324,1325,0.0,nan
325,325,1326,1.0,2084P0800X
326,326,1327,1.0,2084P0800X
327,327,1328,1.0,2084P0800X
328,328,1329,0.0,nan
329,329,1330,0.0,nan
330,330,1331,0.0,nan
331,331,1332,0.0,nan
332,332,1333,1.0,2084P0800X
333,333,1334,0.0,nan
334,334,1335,0.0,nan
335,335,1336,1.0,2084P0800X
336,336,1337,0.0,nan
337,337,1338,1.0,2084P0800X
338,338,1339,1.0,2084P0800X
339,339,1340,0.0,nan
340,340,1341,0.0,nan
341,341,1342,1.0,2084P0800X
342,342,1343,1.0,2084P0800X
343,343,1344,0.0,nan
344,344,1345,0.0,nan
345,345,1346,0.0,nan
346,346,1347,0.0,nan
347,347,1348,0.0,nan
348,348,1349,0.0,nan
349,349,1350,0.0,nan
350,350,1351,0.0,nan
351,351,1352,0.0,nan
352,352,1353,0.0,nan
353,353,1354,1.0,2084N0400X
354,354,1355,0.0,nan
355,355,1356,0.0,nan
356,356,1357,1.0,2084P0800X
357,357,1358,0.0,nan
358,358,1359,0.0,nan
359,359,1360,0.0,nan
360,360,1361,1.0,2084P0800X
361,361,1362,0.0,nan
362,362,1363,0.0,nan
363,363,1364,0.0,nan
364,364,1365,0.0,nan
365,365,1366,1.0,2084P0800X
366,366,1367,0.0,nan
367,367,1368,1.0,2084P0800X
368,368,1369,1.0,2084P0800X
369,369,1370,1.0,2084P0800X
370,370,1371,0.0,nan
371,371,1372,1.0,2084P0800X
372,372,1373,0.0,nan
373,373,1374,0.0,nan
374,374,1375,0.0,nan
375,375,1376,0.0,nan
376,376,1377,1.0,2084N0400X
377,377,1378,1.0,2084P0800X
378,378,1379,1.0,2084P0800X
379,379,1380,0.0,nan
380,380,1381,0.0,nan
381,381,1382,1.0,2084P0800X
382,382,1383,0.0,nan
383,383,1384,0.0,nan
384,384,1385,0.0,nan
385,385,1386,1.0,2084P0800X
386,386,1387,1.0,2084P0800X
387,387,1388,0.0,nan
388,388,1389,0.0,nan
389,389,1390,0.0,nan
390,390,1391,1.0,2084P0800X
391,391,1392,0.0,nan
392,392,1393,0.0,nan
393,393,1394,0.0,nan
394,394,1395,0.0,nan
395,395,1396,0.0,nan
396,396,1397,1.0,2084P0800X
397,397,1398,0.0,nan
398,398,1399,0.0,nan
399,399,1400,0.0,nan
400,400,1401,1.0,2084P0800X
401,401,1402,1.0,2084P0800X
402,402,1403,0.0,nan
403,403,1404,1.0,2084P0800X
404,404,1405,0.0,nan
405,405,1406,0.0,nan
406,406,1407,0.0,nan
407,407,1408,0.0,nan
408,408,1409,1.0,2084P0800X
409,409,1410,0.0,nan
410,410,1411,0.0,nan
411,411,1412,1.0,2084P0800X
412,412,1413,0.0,nan
413,413,1414,1.0,2084P0800X
414,414,1415,1.0,2084P0800X
415,415,1416,0.0,nan
416,416,1417,1.0,2084P0800X
417,417,1418,1.0,2084P0800X
418,418,1419,1.0,2084P0800X
419,419,1420,1.0,2084P0800X
420,420,1421,0.0,nan
421,421,1422,0.0,nan
422,422,1423,0.0,nan
423,423,1424,1.0,2084N0400X
424,424,1425,0.0,nan
425,425,1426,0.0,nan
426,426,1427,0.0,nan
427,427,1428,0.0,nan
428,428,1429,0.0,nan
429,429,1430,1.0,2084P0800X
430,430,1431,0.0,nan
431,431,1432,1.0,2084P0800X
432,432,1433,0.0,nan
433,433,1434,1.0,2084P0800X
434,434,1435,0.0,nan
435,435,1436,0.0,nan
436,436,1437,1.0,2084P0800X
437,437,1438,0.0,nan
438,438,1439,1.0,2084P0800X
439,439,1440,0.0,nan
440,440,1441,0.0,nan
441,441,1442,1.0,2084P0800X
442,442,1443,0.0,nan
443,443,1444,0.0,nan
444,444,1445,1.0,2084P0800X
445,445,1446,0.0,nan
446,446,1447,1.0,2084P0800X
447,447,1448,0.0,nan
448,448,1449,1.0,2084P0800X
449,449,1450,0.0,nan
450,450,1451,0.0,nan
451,451,1452,0.0,nan
452,452,1453,0.0,nan
453,453,1454,0.0,nan
454,454,1455,1.0,2084P0800X
455,455,1456,0.0,nan
456,456,1457,0.0,nan
457,457,1458,0.0,nan
458,458,1459,1.0,2084P0800X
459,459,1460,0.0,nan
460,460,1461,0.0,nan
461,461,1462,0.0,nan
462,462,1463,0.0,nan
463,463,1464,1.0,2084P0800X
464,464,1465,0.0,nan
465,465,1466,0.0,nan
466,466,1467,0.0,nan
467,467,1468,0.0,nan
468,468,1469,1.0,2084P0800X
469,469,1470,0.0,nan
470,470,1471,0.0,nan
471,471,1472,0.0,nan
472,472,1473,0.0,nan
473,473,1474,0.0,nan
474,474,1475,1.0,2084N0400X
475,475,1476,0.0,nan
476,476,1477,0.0,nan
477,477,1478,0.0,nan
478,478,1479,0.0,nan
479,479,1480,0.0,nan
480,480,1481,0.0,nan
481,481,1482,0.0,nan
482,482,1483,0.0,nan
483,483,1484,0.0,nan
484,484,1485,0.0,nan
485,485,1486,1.0,2084P0800X
486,486,1487,0.0,nan
487,487,1488,0.0,nan
488,488,1489,1.0,2084P0800X
489,489,1490,0.0,nan
490,490,1491,0.0,nan
491,491,1492,0.0,nan
492,492,1493,0.0,nan
493,493,1494,0.0,nan
494,494,1495,1.0,2084P0800X
495,495,1496,1.0,2084P0800X
496,496,1497,0.0,nan
497,497,1498,1.0,2084P0800X
498,498,1499,1.0,2084P0800X
499,499,1500,0.0,nan
500,500,1501,0.0,nan
501,501,1502,0.0,nan
502,502,1503,0.0,nan
503,503,1504,0.0,nan
504,504,1505,0.0,nan
505,505,1506,1.0,2084P0800X
506,506,1507,0.0,nan
507,507,1508,0.0,nan
508,508,1509,0.0,nan
509,509,1510,1.0,2084P0800X
510,510,1511,1.0,2084P0800X
511,511,1512,1.0,2084N0400X
512,512,1513,1.0,2084P0800X
513,513,1514,0.0,nan
514,514,1515,1.0,2084P0800X
515,515,1516,1.0,2084P0800X
516,516,1517,1.0,2084P0800X
517,517,1518,0.0,nan
518,518,1519,0.0,nan
519,519,1520,1.0,2084P0800X
520,520,1521,0.0,nan
521,521,1522,1.0,2084P0800X
522,522,1523,0.0,nan
523,523,1524,0.0,nan
524,524,1525,1.0,2084P0800X
525,525,1526,1.0,2084P0800X
526,526,1527,0.0,nan
527,527,1528,0.0,nan
528,528,1529,1.0,2084P0800X
529,529,1530,1.0,2084P0800X
530,530,1531,1.0,2084P0800X
531,531,1532,0.0,nan
532,532,1533,0.0,nan
533,533,1534,1.0,2084P0800X
534,534,1535,1.0,2084P0800X
535,535,1536,1.0,2084P0800X
536,536,1537,0.0,nan
537,537,1538,1.0,2084P0800X
538,538,1539,0.0,nan
539,539,1540,0.0,nan
540,540,1541,1.0,2084P0800X
541,541,1542,0.0,nan
542,542,1543,0.0,nan
543,543,1544,0.0,nan
544,544,1545,1.0,2084P0800X
545,545,1546,0.0,nan
546,546,1547,0.0,nan
547,547,1548,0.0,nan
548,548,1549,0.0,nan
549,549,1550,1.0,2084P0800X
550,550,1551,1.0,2084P0800X
551,551,1552,1.0,2084P0800X
552,552,1553,1.0,2084P0800X
553,553,1554,0.0,nan
554,554,1555,0.0,nan
555,555,1556,1.0,2084P0800X
556,556,1557,0.0,nan
557,557,1558,0.0,nan
558,558,1559,0.0,nan
559,559,1560,1.0,2084P0800X
560,560,1561,0.0,nan
561,561,1562,1.0,2084P0800X
562,562,1563,0.0,nan
563,563,1564,1.0,2084N0400X
564,564,1565,1.0,2084P0800X
565,565,1566,1.0,2084P0800X
566,566,1567,0.0,nan
567,567,1568,0.0,nan
568,568,1569,1.0,2084P0800X
569,569,1570,1.0,2084P0800X
570,570,1571,0.0,nan
571,571,1572,1.0,2084P0800X
572,572,1573,0.0,nan
573,573,1574,1.0,2084P0800X
574,574,1575,0.0,nan
575,575,1576,1.0,2084N0400X
576,576,1577,0.0,nan
577,577,1578,0.0,nan
578,578,1579,1.0,2084N0400X
579,579,1580,0.0,nan
580,580,1581,0.0,nan
581,581,1582,1.0,2084P0800X
582,582,1583,0.0,nan
583,583,1584,0.0,nan
584,584,1585,1.0,2084P0800X
585,585,1586,0.0,nan
586,586,1587,1.0,2084P0800X
587,587,1588,0.0,nan
588,588,1589,0.0,nan
589,589,1590,0.0,nan
590,590,1591,0.0,nan
591,591,1592,1.0,2084P0800X
592,592,1593,0.0,nan
593,593,1594,0.0,nan
594,594,1595,0.0,nan
595,595,1596,0.0,nan
596,596,1597,1.0,2084P0800X
597,597,1598,1.0,2084P0800X
598,598,1599,0.0,nan
599,599,1600,1.0,2084P0800X
600,600,1601,0.0,nan
601,601,1602,0.0,nan
602,602,1603,0.0,nan
603,603,1604,0.0,nan
604,604,1605,0.0,nan
605,605,1606,1.0,2084P0800X
606,606,1607,0.0,nan
607,607,1608,0.0,nan
608,608,1609,0.0,nan
609,609,1610,0.0,nan
610,610,1611,0.0,nan
611,611,1612,0.0,nan
612,612,1613,0.0,nan
613,613,1614,0.0,nan
614,614,1615,1.0,2084P0800X
615,615,1616,0.0,nan
616,616,1617,0.0,nan
617,617,1618,0.0,nan
618,618,1619,0.0,nan
619,619,1620,0.0,nan
620,620,1621,0.0,nan
621,621,1622,0.0,nan
622,622,1623,0.0,nan
623,623,1624,0.0,nan
624,624,1625,1.0,2084P0800X
625,625,1626,0.0,nan
626,626,1627,1.0,2084P0800X
627,627,1628,1.0,2084P0800X
628,628,1629,0.0,nan
629,629,1630,0.0,nan
630,630,1631,0.0,nan
631,631,1632,0.0,nan
632,632,1633,0.0,nan
633,633,1634,1.0,2084P0800X
634,634,1635,1.0,2084P0800X
635,635,1636,1.0,2084P0800X
636,636,1637,0.0,nan
637,637,1638,0.0,nan
638,638,1639,0.0,nan
639,639,1640,0.0,nan
640,640,1641,0.0,nan
641,641,1642,0.0,nan
642,642,1643,0.0,nan
643,643,1644,0.0,nan
644,644,1645,0.0,nan
645,645,1646,0.0,nan
646,646,1647,1.0,2084P0800X
647,647,1648,0.0,nan
648,648,1649,0.0,nan
649,649,1650,0.0,nan
650,650,1651,0.0,nan
651,651,1652,1.0,2084P0800X
652,652,1653,1.0,2084P0800X
653,653,1654,0.0,nan
654,654,1655,0.0,nan
655,655,1656,0.0,nan
656,656,1657,0.0,nan
657,657,1658,0.0,nan
658,658,1659,1.0,2084N0400X
659,659,1660,1.0,2084P0800X
660,660,1661,1.0,2084P0800X
661,661,1662,0.0,nan
662,662,1663,0.0,nan
663,663,1664,0.0,nan
664,664,1665,0.0,nan
665,665,1666,1.0,2084P0800X
666,666,1667,0.0,nan
667,667,1668,1.0,2084P0800X
668,668,1669,0.0,nan
669,669,1670,0.0,nan
670,670,1671,1.0,2084P0800X
671,671,1672,1.0,2084P0800X
672,672,1673,1.0,2084P0800X
673,673,1674,0.0,nan
674,674,1675,0.0,nan
675,675,1676,0.0,nan
676,676,1677,0.0,nan
677,677,1678,1.0,2084P0800X
678,678,1679,0.0,nan
679,679,1680,0.0,nan
680,680,1681,0.0,nan
681,681,1682,0.0,nan
682,682,1683,0.0,nan
683,683,1684,0.0,nan
684,684,1685,0.0,nan
685,685,1686,0.0,nan
686,686,1687,0.0,nan
687,687,1688,0.0,nan
688,688,1689,0.0,nan
689,689,1690,0.0,nan
690,690,1691,0.0,nan
691,691,1692,1.0,2084P0800X
692,692,1693,0.0,nan
693,693,1694,0.0,nan
694,694,1695,0.0,nan
695,695,1696,0.0,nan
696,696,1697,1.0,2084P0800X
697,697,1698,0.0,nan
698,698,1699,0.0,nan
699,699,1700,1.0,2084P0800X
700,700,1701,0.0,nan
701,701,1702,1.0,2084P0800X
702,702,1703,0.0,nan
703,703,1704,1.0,2084P0800X
704,704,1705,0.0,nan
705,705,1706,0.0,nan
706,706,1707,0.0,nan
707,707,1708,0.0,nan
708,708,1709,1.0,2084P0800X
709,709,1710,0.0,nan
710,710,1711,0.0,nan
711,711,1712,0.0,nan
712,712,1713,0.0,nan
713,713,1714,0.0,nan
714,714,1715,0.0,nan
715,715,1716,0.0,nan
716,716,1717,0.0,nan
717,717,1718,0.0,nan
718,718,1719,1.0,2084P0800X
719,719,1720,0.0,nan
720,720,1721,0.0,nan
721,721,1722,1.0,2084P0800X
722,722,1723,0.0,nan
723,723,1724,0.0,nan
724,724,1725,1.0,2084P0800X
725,725,1726,0.0,nan
726,726,1727,0.0,nan
727,727,1728,1.0,2084P0800X
728,728,1729,1.0,2084N0400X
729,729,1730,0.0,nan
730,730,1731,0.0,nan
731,731,1732,0.0,nan
732,732,1733,1.0,2084P0800X
733,733,1734,0.0,nan
734,734,1735,0.0,nan
735,735,1736,1.0,2084P0800X
736,736,1737,1.0,2084P0800X
737,737,1738,0.0,nan
738,738,1739,1.0,2084P0800X
739,739,1740,1.0,2084P0800X
740,740,1741,0.0,nan
741,741,1742,1.0,2084P0800X
742,742,1743,0.0,nan
743,743,1744,1.0,2084P0800X
744,744,1745,0.0,nan
745,745,1746,1.0,2084P0800X
746,746,1747,0.0,nan
747,747,1748,0.0,nan
748,748,1749,0.0,nan
749,749,1750,0.0,nan
750,750,1751,0.0,nan
751,751,1752,0.0,nan
752,752,1753,1.0,2084P0800X
753,753,1754,1.0,2084P0800X
754,754,1755,0.0,nan
755,755,1756,0.0,nan
756,756,1757,0.0,nan
757,757,1758,0.0,nan
758,758,1759,0.0,nan
759,759,1760,0.0,nan
760,760,1761,0.0,nan
761,761,1762,0.0,nan
762,762,1763,0.0,nan
763,763,1764,0.0,nan
764,764,1765,1.0,2084P0800X
765,765,1766,1.0,2084P0800X
766,766,1767,1.0,2084P0800X
767,767,1768,0.0,nan
768,768,1769,0.0,nan
769,769,1770,0.0,nan
770,770,1771,0.0,nan
771,771,1772,0.0,nan
772,772,1773,1.0,2084P0800X
773,773,1774,0.0,nan
774,774,1775,0.0,nan
775,775,1776,0.0,nan
776,776,1777,0.0,nan
777,777,1778,0.0,nan
778,778,1779,0.0,nan
779,779,1780,1.0,2084P0800X
780,780,1781,1.0,2084P0800X
781,781,1782,1.0,2084P0800X
782,782,1783,0.0,nan
783,783,1784,0.0,nan
784,784,1785,0.0,nan
785,785,1786,0.0,nan
786,786,1787,1.0,2084P0800X
787,787,1788,0.0,nan
788,788,1789,1.0,2084P0800X
789,789,1790,1.0,2084P0800X
790,790,1791,1.0,2084P0800X
791,791,1792,1.0,2084P0800X
792,792,1793,0.0,nan
793,793,1794,0.0,nan
794,794,1795,1.0,2084P0800X
795,795,1796,0.0,nan
796,796,1797,1.0,2084P0800X
797,797,1798,1.0,2084P0800X
798,798,1799,0.0,nan
799,799,1800,0.0,nan
800,800,1801,0.0,nan
801,801,1802,1.0,2084P0800X
802,802,1803,0.0,nan
803,803,1804,1.0,2084P0800X
804,804,1805,1.0,2084P0800X
805,805,1806,1.0,2084P0800X
806,806,1807,0.0,nan
807,807,1808,0.0,nan
808,808,1809,0.0,nan
809,809,1810,0.0,nan
810,810,1811,1.0,2084P0800X
811,811,1812,0.0,nan
812,812,1813,1.0,2084P0800X
813,813,1814,0.0,nan
814,814,1815,0.0,nan
815,815,1816,0.0,nan
816,816,1817,1.0,2084P0800X
817,817,1818,0.0,nan
818,818,1819,1.0,2084P0800X
819,819,1820,1.0,2084P0800X
820,820,1821,0.0,nan
821,821,1822,0.0,nan
822,822,1823,0.0,nan
823,823,1824,1.0,2084P0800X
824,824,1825,0.0,nan
825,825,1826,0.0,nan
826,826,1827,0.0,nan
827,827,1828,0.0,nan
828,828,1829,0.0,nan
829,829,1830,1.0,2084P0800X
830,830,1831,0.0,nan
831,831,1832,1.0,2084P0800X
832,832,1833,0.0,nan
833,833,1834,0.0,nan
834,834,1835,1.0,2084P0800X
835,835,1836,0.0,nan
836,836,1837,0.0,nan
837,837,1838,1.0,2084P0800X
838,838,1839,0.0,nan
839,839,1840,0.0,nan
840,840,1841,0.0,nan
841,841,1842,1.0,2084P0800X
842,842,1843,1.0,2084P0800X
843,843,1844,0.0,nan
844,844,1845,1.0,2084P0800X
845,845,1846,1.0,2084P0800X
846,846,1847,1.0,2084P0800X
847,847,1848,0.0,nan
848,848,1849,0.0,nan
849,849,1850,0.0,nan
850,850,1851,1.0,2084P0800X
851,851,1852,0.0,nan
852,852,1853,1.0,2084P0800X
853,853,1854,1.0,2084P0800X
854,854,1855,0.0,nan
855,855,1856,0.0,nan
856,856,1857,1.0,2084P0800X
857,857,1858,0.0,nan
858,858,1859,1.0,2084P0800X
859,859,1860,0.0,nan
860,860,1861,1.0,2084P0800X
861,861,1862,0.0,nan
862,862,1863,0.0,nan
863,863,1864,0.0,nan
864,864,1865,1.0,2084P0800X
865,865,1866,0.0,nan
866,866,1867,0.0,nan
867,867,1868,0.0,nan
868,868,1869,0.0,nan
869,869,1870,1.0,2084P0800X
870,870,1871,0.0,nan
871,871,1872,1.0,2084P0800X
872,872,1873,0.0,nan
873,873,1874,0.0,nan
874,874,1875,0.0,nan
875,875,1876,0.0,nan
876,876,1877,0.0,nan
877,877,1878,0.0,nan
878,878,1879,0.0,nan
879,879,1880,0.0,nan
880,880,1881,0.0,nan
881,881,1882,0.0,nan
882,882,1883,0.0,nan
883,883,1884,0.0,nan
884,884,1885,0.0,nan
885,885,1886,0.0,nan
886,886,1887,0.0,nan
887,887,1888,1.0,2084P0800X
888,888,1889,0.0,nan
889,889,1890,0.0,nan
890,890,1891,0.0,nan
891,891,1892,1.0,2084P0800X
892,892,1893,0.0,nan
893,893,1894,1.0,2084P0800X
894,894,1895,0.0,nan
895,895,1896,0.0,nan
896,896,1897,0.0,nan
897,897,1898,0.0,nan
898,898,1899,0.0,nan
899,899,1900,0.0,nan
900,900,1901,0.0,nan
901,901,1902,0.0,nan
902,902,1903,0.0,nan
903,903,1904,1.0,2084P0800X
904,904,1905,0.0,nan
905,905,1906,1.0,2084P0800X
906,906,1907,0.0,nan
907,907,1908,0.0,nan
908,908,1909,0.0,nan
909,909,1910,0.0,nan
910,910,1911,0.0,nan
911,911,1912,0.0,nan
